Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,Print_ISSN,Online_ISSN,URI,Access_Type,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
"Leiden Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:LJL,0922-1565,1478-9698,https://www.cambridge.org/core/product/identifier/LJL/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Probability in the Engineering and Informational Sciences",Cambridge University Press,,Cambridge Core,,CUP:PES,0269-9648,1469-8951,https://www.cambridge.org/core/product/identifier/PES/type/journal,Controlled,Total_Item_Investigations,5,0,0,0,1,0,0,0,2,0,2,0,0,
"Probability in the Engineering and Informational Sciences",Cambridge University Press,,Cambridge Core,,CUP:PES,0269-9648,1469-8951,https://www.cambridge.org/core/product/identifier/PES/type/journal,Controlled,Unique_Item_Investigations,5,0,0,0,1,0,0,0,2,0,2,0,0,
"The China Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CQY,0305-7410,1468-2648,https://www.cambridge.org/core/product/identifier/CQY/type/journal,Controlled,Total_Item_Investigations,3,0,0,0,0,1,0,0,1,0,1,0,0,
"The China Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CQY,0305-7410,1468-2648,https://www.cambridge.org/core/product/identifier/CQY/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,0,1,0,0,1,0,1,0,0,
"Child Psychology and Psychiatry Review",Cambridge University Press,,Cambridge Core,,CUP:CPR,1360-6417,1469-2155,https://www.cambridge.org/core/product/identifier/CPR/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,2,0,0,0,0,0,0,0,
"Child Psychology and Psychiatry Review",Cambridge University Press,,Cambridge Core,,CUP:CPR,1360-6417,1469-2155,https://www.cambridge.org/core/product/identifier/CPR/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Foreign Policy Bulletin",Cambridge University Press,,Cambridge Core,,CUP:FPB,1052-7036,1745-1302,https://www.cambridge.org/core/product/identifier/FPB/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Foreign Policy Bulletin",Cambridge University Press,,Cambridge Core,,CUP:FPB,1052-7036,1745-1302,https://www.cambridge.org/core/product/identifier/FPB/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Canadian Journal of Philosophy",Cambridge University Press,,Cambridge Core,,CUP:CAN,0045-5091,1911-0820,https://www.cambridge.org/core/product/identifier/CAN/type/journal,Controlled,Total_Item_Investigations,13,0,0,0,0,12,0,1,0,0,0,0,0,
"Canadian Journal of Philosophy",Cambridge University Press,,Cambridge Core,,CUP:CAN,0045-5091,1911-0820,https://www.cambridge.org/core/product/identifier/CAN/type/journal,Controlled,Unique_Item_Investigations,11,0,0,0,0,10,0,1,0,0,0,0,0,
"Advances in Psychiatric Treatment",Cambridge University Press,,Cambridge Core,,CUP:BJW,1355-5146,1472-1481,https://www.cambridge.org/core/product/identifier/BJW/type/journal,Controlled,Total_Item_Investigations,5,0,0,0,0,1,0,0,1,0,1,1,1,
"Advances in Psychiatric Treatment",Cambridge University Press,,Cambridge Core,,CUP:BJW,1355-5146,1472-1481,https://www.cambridge.org/core/product/identifier/BJW/type/journal,Controlled,Total_Item_Requests,5,0,0,0,0,1,0,0,1,0,1,1,1,
"Advances in Psychiatric Treatment",Cambridge University Press,,Cambridge Core,,CUP:BJW,1355-5146,1472-1481,https://www.cambridge.org/core/product/identifier/BJW/type/journal,Controlled,Unique_Item_Investigations,5,0,0,0,0,1,0,0,1,0,1,1,1,
"Advances in Psychiatric Treatment",Cambridge University Press,,Cambridge Core,,CUP:BJW,1355-5146,1472-1481,https://www.cambridge.org/core/product/identifier/BJW/type/journal,Controlled,Unique_Item_Requests,5,0,0,0,0,1,0,0,1,0,1,1,1,
"arq: Architectural Research Quarterly",Cambridge University Press,,Cambridge Core,,CUP:ARQ,1359-1355,1474-0516,https://www.cambridge.org/core/product/identifier/ARQ/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"arq: Architectural Research Quarterly",Cambridge University Press,,Cambridge Core,,CUP:ARQ,1359-1355,1474-0516,https://www.cambridge.org/core/product/identifier/ARQ/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Robotica",Cambridge University Press,,Cambridge Core,,CUP:ROB,0263-5747,1469-8668,https://www.cambridge.org/core/product/identifier/ROB/type/journal,Controlled,Total_Item_Investigations,11,0,0,0,0,6,2,0,1,0,0,2,0,
"Robotica",Cambridge University Press,,Cambridge Core,,CUP:ROB,0263-5747,1469-8668,https://www.cambridge.org/core/product/identifier/ROB/type/journal,Controlled,Unique_Item_Investigations,9,0,0,0,0,5,1,0,1,0,0,2,0,
"Robotica",Cambridge University Press,,Cambridge Core,,CUP:ROB,0263-5747,1469-8668,https://www.cambridge.org/core/product/identifier/ROB/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Robotica",Cambridge University Press,,Cambridge Core,,CUP:ROB,0263-5747,1469-8668,https://www.cambridge.org/core/product/identifier/ROB/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Canadian Mathematical Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BCM,0008-4395,1496-4287,https://www.cambridge.org/core/product/identifier/BCM/type/journal,Controlled,Total_Item_Investigations,5,0,0,0,0,3,0,0,0,0,0,0,2,
"Canadian Mathematical Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BCM,0008-4395,1496-4287,https://www.cambridge.org/core/product/identifier/BCM/type/journal,Controlled,Total_Item_Requests,2,0,0,0,0,1,0,0,0,0,0,0,1,
"Canadian Mathematical Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BCM,0008-4395,1496-4287,https://www.cambridge.org/core/product/identifier/BCM/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,1,0,0,0,0,0,0,1,
"Canadian Mathematical Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BCM,0008-4395,1496-4287,https://www.cambridge.org/core/product/identifier/BCM/type/journal,Controlled,Unique_Item_Requests,2,0,0,0,0,1,0,0,0,0,0,0,1,
"Law and History Review",Cambridge University Press,,Cambridge Core,,CUP:LHR,0738-2480,1939-9022,https://www.cambridge.org/core/product/identifier/LHR/type/journal,Controlled,Total_Item_Investigations,9,0,0,0,0,5,0,0,0,0,4,0,0,
"Law and History Review",Cambridge University Press,,Cambridge Core,,CUP:LHR,0738-2480,1939-9022,https://www.cambridge.org/core/product/identifier/LHR/type/journal,Controlled,Total_Item_Requests,6,0,0,0,0,2,0,0,0,0,4,0,0,
"Law and History Review",Cambridge University Press,,Cambridge Core,,CUP:LHR,0738-2480,1939-9022,https://www.cambridge.org/core/product/identifier/LHR/type/journal,Controlled,Unique_Item_Investigations,6,0,0,0,0,3,0,0,0,0,3,0,0,
"Law and History Review",Cambridge University Press,,Cambridge Core,,CUP:LHR,0738-2480,1939-9022,https://www.cambridge.org/core/product/identifier/LHR/type/journal,Controlled,Unique_Item_Requests,5,0,0,0,0,2,0,0,0,0,3,0,0,
"Language Teaching",Cambridge University Press,,Cambridge Core,,CUP:LTA,0261-4448,1475-3049,https://www.cambridge.org/core/product/identifier/LTA/type/journal,Controlled,Total_Item_Investigations,15,0,0,0,0,11,1,0,0,0,0,3,0,
"Language Teaching",Cambridge University Press,,Cambridge Core,,CUP:LTA,0261-4448,1475-3049,https://www.cambridge.org/core/product/identifier/LTA/type/journal,Controlled,Total_Item_Requests,3,0,0,0,0,1,1,0,0,0,0,1,0,
"Language Teaching",Cambridge University Press,,Cambridge Core,,CUP:LTA,0261-4448,1475-3049,https://www.cambridge.org/core/product/identifier/LTA/type/journal,Controlled,Unique_Item_Investigations,14,0,0,0,0,10,1,0,0,0,0,3,0,
"Language Teaching",Cambridge University Press,,Cambridge Core,,CUP:LTA,0261-4448,1475-3049,https://www.cambridge.org/core/product/identifier/LTA/type/journal,Controlled,Unique_Item_Requests,3,0,0,0,0,1,1,0,0,0,0,1,0,
"Studies in Second Language Acquisition",Cambridge University Press,,Cambridge Core,,CUP:SLA,0272-2631,1470-1545,https://www.cambridge.org/core/product/identifier/SLA/type/journal,Controlled,Total_Item_Investigations,3,0,0,0,0,3,0,0,0,0,0,0,0,
"Studies in Second Language Acquisition",Cambridge University Press,,Cambridge Core,,CUP:SLA,0272-2631,1470-1545,https://www.cambridge.org/core/product/identifier/SLA/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,0,3,0,0,0,0,0,0,0,
"Applied Psycholinguistics",Cambridge University Press,,Cambridge Core,,CUP:APS,0142-7164,1469-1817,https://www.cambridge.org/core/product/identifier/APS/type/journal,Controlled,Total_Item_Investigations,8,0,0,0,0,1,5,0,0,1,0,1,0,
"Applied Psycholinguistics",Cambridge University Press,,Cambridge Core,,CUP:APS,0142-7164,1469-1817,https://www.cambridge.org/core/product/identifier/APS/type/journal,Controlled,Unique_Item_Investigations,6,0,0,0,0,1,3,0,0,1,0,1,0,
"Applied Psycholinguistics",Cambridge University Press,,Cambridge Core,,CUP:APS,0142-7164,1469-1817,https://www.cambridge.org/core/product/identifier/APS/type/journal,Controlled,Total_Item_Requests,4,0,0,0,0,0,4,0,0,0,0,0,0,
"Applied Psycholinguistics",Cambridge University Press,,Cambridge Core,,CUP:APS,0142-7164,1469-1817,https://www.cambridge.org/core/product/identifier/APS/type/journal,Controlled,Unique_Item_Requests,2,0,0,0,0,0,2,0,0,0,0,0,0,
"Journal of Law and Religion",Cambridge University Press,,Cambridge Core,,CUP:JLR,0748-0814,2163-3088,https://www.cambridge.org/core/product/identifier/JLR/type/journal,Controlled,Total_Item_Investigations,9,0,0,0,0,1,0,0,0,0,8,0,0,
"Journal of Law and Religion",Cambridge University Press,,Cambridge Core,,CUP:JLR,0748-0814,2163-3088,https://www.cambridge.org/core/product/identifier/JLR/type/journal,Controlled,Total_Item_Requests,9,0,0,0,0,1,0,0,0,0,8,0,0,
"Journal of Law and Religion",Cambridge University Press,,Cambridge Core,,CUP:JLR,0748-0814,2163-3088,https://www.cambridge.org/core/product/identifier/JLR/type/journal,Controlled,Unique_Item_Investigations,6,0,0,0,0,1,0,0,0,0,5,0,0,
"Journal of Law and Religion",Cambridge University Press,,Cambridge Core,,CUP:JLR,0748-0814,2163-3088,https://www.cambridge.org/core/product/identifier/JLR/type/journal,Controlled,Unique_Item_Requests,6,0,0,0,0,1,0,0,0,0,5,0,0,
"BJPsych Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BJB,2056-4694,2056-4708,https://www.cambridge.org/core/product/identifier/BJB/type/journal,OA_Gold,Total_Item_Investigations,11,0,0,0,0,11,0,0,0,0,0,0,0,
"BJPsych Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BJB,2056-4694,2056-4708,https://www.cambridge.org/core/product/identifier/BJB/type/journal,OA_Gold,Total_Item_Requests,9,0,0,0,0,9,0,0,0,0,0,0,0,
"BJPsych Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BJB,2056-4694,2056-4708,https://www.cambridge.org/core/product/identifier/BJB/type/journal,OA_Gold,Unique_Item_Investigations,10,0,0,0,0,10,0,0,0,0,0,0,0,
"BJPsych Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BJB,2056-4694,2056-4708,https://www.cambridge.org/core/product/identifier/BJB/type/journal,OA_Gold,Unique_Item_Requests,9,0,0,0,0,9,0,0,0,0,0,0,0,
"World Politics",Cambridge University Press,,Cambridge Core,,CUP:WPO,0043-8871,1086-3338,https://www.cambridge.org/core/product/identifier/WPO/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,2,0,0,0,0,0,0,0,
"World Politics",Cambridge University Press,,Cambridge Core,,CUP:WPO,0043-8871,1086-3338,https://www.cambridge.org/core/product/identifier/WPO/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"World Politics",Cambridge University Press,,Cambridge Core,,CUP:WPO,0043-8871,1086-3338,https://www.cambridge.org/core/product/identifier/WPO/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,2,0,0,0,0,0,0,0,
"World Politics",Cambridge University Press,,Cambridge Core,,CUP:WPO,0043-8871,1086-3338,https://www.cambridge.org/core/product/identifier/WPO/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Modern American History",Cambridge University Press,,Cambridge Core,,CUP:MAH,2515-0456,2397-1851,https://www.cambridge.org/core/product/identifier/MAH/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Modern American History",Cambridge University Press,,Cambridge Core,,CUP:MAH,2515-0456,2397-1851,https://www.cambridge.org/core/product/identifier/MAH/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Modern American History",Cambridge University Press,,Cambridge Core,,CUP:MAH,2515-0456,2397-1851,https://www.cambridge.org/core/product/identifier/MAH/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Modern American History",Cambridge University Press,,Cambridge Core,,CUP:MAH,2515-0456,2397-1851,https://www.cambridge.org/core/product/identifier/MAH/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"World Trade Review",Cambridge University Press,,Cambridge Core,,CUP:WTR,1474-7456,1475-3138,https://www.cambridge.org/core/product/identifier/WTR/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,1,0,0,0,0,0,1,0,
"World Trade Review",Cambridge University Press,,Cambridge Core,,CUP:WTR,1474-7456,1475-3138,https://www.cambridge.org/core/product/identifier/WTR/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,1,0,0,0,0,0,1,0,
"Wireless Power Transfer",Cambridge University Press,,Cambridge Core,,CUP:WPT,,2052-8418,https://www.cambridge.org/core/product/identifier/WPT/type/journal,OA_Gold,Total_Item_Investigations,3,0,0,0,0,3,0,0,0,0,0,0,0,
"Wireless Power Transfer",Cambridge University Press,,Cambridge Core,,CUP:WPT,,2052-8418,https://www.cambridge.org/core/product/identifier/WPT/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Wireless Power Transfer",Cambridge University Press,,Cambridge Core,,CUP:WPT,,2052-8418,https://www.cambridge.org/core/product/identifier/WPT/type/journal,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,2,0,0,0,0,0,0,0,
"Wireless Power Transfer",Cambridge University Press,,Cambridge Core,,CUP:WPT,,2052-8418,https://www.cambridge.org/core/product/identifier/WPT/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Politics and the Life Sciences",Cambridge University Press,,Cambridge Core,,CUP:PLS,0730-9384,1471-5457,https://www.cambridge.org/core/product/identifier/PLS/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Politics and the Life Sciences",Cambridge University Press,,Cambridge Core,,CUP:PLS,0730-9384,1471-5457,https://www.cambridge.org/core/product/identifier/PLS/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Politics and the Life Sciences",Cambridge University Press,,Cambridge Core,,CUP:PLS,0730-9384,1471-5457,https://www.cambridge.org/core/product/identifier/PLS/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"Politics and the Life Sciences",Cambridge University Press,,Cambridge Core,,CUP:PLS,0730-9384,1471-5457,https://www.cambridge.org/core/product/identifier/PLS/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"European Journal of Risk Regulation",Cambridge University Press,,Cambridge Core,,CUP:ERR,1867-299X,2190-8249,https://www.cambridge.org/core/product/identifier/ERR/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,2,0,0,0,0,0,0,0,
"European Journal of Risk Regulation",Cambridge University Press,,Cambridge Core,,CUP:ERR,1867-299X,2190-8249,https://www.cambridge.org/core/product/identifier/ERR/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,OA_Gold,Total_Item_Investigations,3,0,0,0,0,1,0,0,0,0,0,2,0,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,OA_Gold,Unique_Item_Investigations,3,0,0,0,0,1,0,0,0,0,0,2,0,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,OA_Gold,Total_Item_Requests,2,0,0,0,0,0,0,0,0,0,0,2,0,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,OA_Gold,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,0,0,2,0,
"Leiden Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:LJL,0922-1565,1478-9698,https://www.cambridge.org/core/product/identifier/LJL/type/journal,Controlled,Total_Item_Investigations,18,0,0,0,0,2,4,0,2,2,0,4,4,
"Leiden Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:LJL,0922-1565,1478-9698,https://www.cambridge.org/core/product/identifier/LJL/type/journal,Controlled,Unique_Item_Investigations,17,0,0,0,0,2,4,0,2,2,0,3,4,
"Leiden Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:LJL,0922-1565,1478-9698,https://www.cambridge.org/core/product/identifier/LJL/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0,
"Leiden Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:LJL,0922-1565,1478-9698,https://www.cambridge.org/core/product/identifier/LJL/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0,
"International Theory",Cambridge University Press,,Cambridge Core,,CUP:INT,1752-9719,1752-9727,https://www.cambridge.org/core/product/identifier/INT/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"International Theory",Cambridge University Press,,Cambridge Core,,CUP:INT,1752-9719,1752-9727,https://www.cambridge.org/core/product/identifier/INT/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"International Theory",Cambridge University Press,,Cambridge Core,,CUP:INT,1752-9719,1752-9727,https://www.cambridge.org/core/product/identifier/INT/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,1,0,0,0,0,0,0,0,
"International Theory",Cambridge University Press,,Cambridge Core,,CUP:INT,1752-9719,1752-9727,https://www.cambridge.org/core/product/identifier/INT/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,1,0,0,0,0,0,0,0,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Controlled,Total_Item_Investigations,31,0,0,0,0,3,6,0,2,12,4,2,2,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Controlled,Unique_Item_Investigations,30,0,0,0,0,3,5,0,2,12,4,2,2,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
